AR,phi,R/L,Fr,Qa/Qw,sigma,gbm,xgb,catb,xrt,rf
1.0,60,0.012535,2.47623,0.0,85.29606162,85.30010157029407,85.661865,85.33667697093712,85.29606161999985,85.67307981077826
0.6,10,0.000667,62.28,3.437650946,-1.492583027,-1.4966566836249557,-1.6077998,-1.503514667851876,-1.4934742877129998,-1.4007103523353266
0.6,10,0.002,10.38,0.194386045,19.90349833,19.87676422984356,20.256481,19.720329952474113,19.903498329999884,19.021720979467037
1.0,40,0.005195,11.90517,0.527557693,4.744407757,4.720404855436538,4.7272058,4.628194371900977,4.745783724705808,4.670122964592806
0.6,30,0.001543,16.481,0.919317475,1.319095804,1.291226646634587,1.3411359,1.2670651929579764,1.3201106619777567,1.4227120314850294
0.6,15,0.002855,20.129,1.029594987,3.12144436,3.103491052638685,3.087976,3.144459187910045,3.1214443600000243,3.232777812119763
0.6,60,0.003448,8.122,0.171144236,5.244387356,5.242183093336629,5.5021167,4.950613971648844,5.244387356000011,5.499893421586813
1.0,40,0.001732,7.93678,0.257960196,12.26509277,12.265494487971516,12.434863,12.092970385605138,12.265092770000047,12.143166624245493
0.6,40,0.00926,22.463,0.706794551,-0.31983344,-0.31702612986557155,-0.28938067,-0.4793304824692921,-0.3198334399999975,-0.015573064694610788
0.6,40,0.00926,9.488,0.362944574,5.600428743,5.636993790832021,5.4706116,5.585623543956906,5.600428743000019,5.342771181778433
1.666666667,10,0.001275,13.695,0.984079355,19.76892751,19.718014409379425,19.13809,19.602733820661776,19.768927510000086,17.148404380676666
1.666666667,10,0.000425,54.781,2.818045426,-0.129137113,-0.12220613497181484,-0.07793179,-0.17195850318701922,-0.12906513291394586,-0.215058560814371
1.666666667,30,0.001728,38.711,1.476732364,-2.566904897,-2.564014828688486,-2.6213949,-2.6677891175724984,-2.5669048969999806,-2.2612289809341277
0.6,60,0.01379,10.153,0.423884511,2.353160774,2.3290495287651565,2.481964,2.353398198328871,2.3531607740000022,2.539620910994015
1.0,60,0.006268,14.8574,0.380124356,1.445601218,1.4759471719875423,1.4675777,1.303286719785202,1.446001956824917,1.4380948858562876
1.0,15,0.001663,47.74669,2.83096768,-2.448500701,-2.4412237137780393,-2.3593993,-2.3835543551074387,-2.444649971597309,-2.471640274808383
1.0,10,0.001386,71.73682,4.503276719,-3.152505481,-3.2591639254334184,-3.1535625,-3.200212591497337,-3.152505481000018,-3.1801801387305355
1.666666667,30,0.001152,27.18,0.79521564,0.701657615,0.6992400851666009,0.7122774,0.6803198598231557,0.7016576149999951,0.6654021529580846
1.666666667,15,0.000622,35.41,2.444241758,-0.339593285,-0.3337387069298129,-0.4720893,-0.4243334809685688,-0.3409741661038601,-0.6135345156886243
1.0,40,0.01039,7.93678,0.279295249,12.23252504,12.217254274628683,11.894749,12.216163895104767,12.232525039999953,12.094106703131718
0.6,60,0.01379,4.061,0.133112183,21.59747144,21.587102758209006,21.478289,21.47052902921553,21.59747143999995,22.063249376263453
1.0,15,0.006653,47.74669,1.2659833,0.113305343,0.10551892277215255,-0.102977015,0.2956749213653911,0.11422484279821991,0.13391446230538934
0.6,20,0.003485,26.377,1.511601209,-0.039018327,-0.006026067279813514,0.17654364,-0.17962015897261807,-0.03891066353857599,0.07695424271257482
1.0,10,0.000924,47.82455,3.483486292,-1.145252173,-1.1341852419628993,-1.3923256,-1.1882531995974634,-1.1452521730000027,-1.22513551735329
1.666666667,10,0.00255,13.695,0.477129384,19.89720182,19.885287253788434,19.726566,19.655200617188886,19.897201820000124,18.339873907161714
1.0,60,0.002089,2.47623,0.0,85.29606162,85.38572987234254,85.111115,85.33509536548308,85.29606161999985,85.64549311389204
1.0,15,0.001663,9.54934,0.451682484,18.76038418,18.753795383132484,18.20397,18.58240363044296,18.760351574955546,18.886785311149715
1.0,15,0.006653,19.09868,0.499395422,4.610827923,4.632528102767167,4.927658,4.70939549172949,4.61082792299999,4.509714693287418
1.666666667,10,0.000425,68.476,3.475092349,-1.293732464,-1.2972890534458805,-1.3141738,-1.321049573205471,-1.294961058772835,-1.3349653946946085
1.666666667,20,0.000807,34.802,2.109050177,-1.537356513,-1.5252845199686418,-1.4788004,-1.3896891510856904,-1.5393688482923915,-1.5519516426467044
0.6,30,0.001543,20.601,0.94943928,0.282318546,0.2804474198237622,0.2547336,0.33159022853358344,0.28021168421735837,0.3383924308323351
1.0,30,0.004554,37.51539,1.413441652,-2.479764638,-2.479845336009057,-2.4027493,-2.368992007859827,-2.477553875436207,-2.3729515694431167
0.6,60,0.01379,12.183,0.391845388,1.454810721,1.4395501102058634,1.3653325,1.548971333161302,1.453650807436203,1.6086375475868273
0.6,30,0.00463,8.24,0.655450467,9.875438484,9.892990981144457,9.672082,9.837754156725586,9.875379511544459,9.891203498994
0.6,60,0.006895,12.183,0.441978548,1.194216807,1.2500771422963377,0.9122281,1.4137928190835263,1.1966522037774412,1.5844918502574854
1.666666667,15,0.000622,53.115,2.949273445,-2.505408565,-2.4845445941941535,-2.452036,-2.403207058584325,-2.5068959815221175,-2.569969738419158
1.0,20,0.001894,28.79255,1.464048795,0.146437166,0.16122168352015812,0.15947706,0.09286506515770299,0.14697752228585456,0.0008829086826347419
0.6,20,0.001162,36.928,2.081390502,-2.213158233,-2.2213479214126286,-2.3591905,-2.3073745040847786,-2.208893105553495,-2.0684562823353305
1.666666667,20,0.000807,27.841,1.685511412,0.444170684,0.4798641031811095,0.60712737,0.4419311433756876,0.44347715183234376,0.39311021855688605
0.6,60,0.002298,10.153,0.056855997,3.371249521,3.4146879181110505,3.5869524,3.29674311937345,3.3694811672440523,3.5814910612694555
0.6,60,0.002298,6.092,0.0,9.647969009,9.653987472776535,10.174075,9.230176197498167,9.647969009000006,10.27728736425748
1.666666667,15,0.00373,35.41,1.113301897,1.505224679,1.5126866354135087,1.382278,1.5859458620603792,1.5052246789999915,1.1593796758562878
1.666666667,20,0.00242,6.96,0.394150361,38.48426763,38.469120240621415,38.61297,38.28991520581105,38.484267629999955,36.45667012334142
0.6,20,0.001743,26.377,1.832453432,-0.782209838,-0.8188214122610832,-0.76078063,-0.796522946084087,-0.7822098379999992,-0.49029480782035934
1.666666667,60,0.01205,8.037,0.240869665,9.286285216,9.299908749012605,8.846821,9.307222756697147,9.286285216000012,9.09111089710178
1.0,40,0.01039,28.35947,1.256060745,-3.507189394,-3.4447227129050217,-3.1970763,-3.37671236483777,-3.5071893939999996,-2.915136224245516
1.666666667,30,0.00691,10.872,0.375920121,10.32475103,10.310770674857132,10.431165,10.404393095000477,10.32475102999992,10.10929304242516
0.6,40,0.00463,3.163,0.0,53.68863227,53.731340559769066,53.827824,53.60964589579724,53.68863226999984,53.7587567047306
1.666666667,40,0.00878,20.864,0.711208245,0.746100873,0.7505421996965581,0.75706786,0.7323340250310499,0.7443980570059306,0.7532882656586841
1.666666667,40,0.001463,4.173,0.236525678,53.5336297,53.535152832487505,53.29986,53.437038711729805,53.533629699999764,52.86820084107793
1.0,60,0.012535,14.8574,0.540859432,0.499237462,0.4962087253275057,0.87463486,0.534936695640754,0.49845243812670476,0.7777110774011968
1.0,10,0.001386,82.3645,4.639185438,-3.481482872,-3.345186441895974,-3.1535625,-3.462490348659042,-3.48148287200001,-3.334972787748505
1.0,20,0.003789,28.79255,1.339086337,0.395252154,0.37721067190213153,0.04628892,0.1689953787335261,0.39396279199109946,0.2606701862514967
1.666666667,20,0.00484,34.802,0.914152241,0.964833918,0.96471723848967,0.54809296,1.0646192312579448,0.9648339180000055,0.7730693722455071
1.666666667,30,0.003455,16.308,1.032977084,3.02368574,3.017452711734099,3.0315251,2.8626986598758712,3.0260142293155425,2.2796769221437154
1.666666667,20,0.00242,52.656,2.714701669,-4.430356863,-4.378539065413788,-4.0753274,-4.321972584235571,-4.430356863000024,-4.037392304083834
1.0,30,0.002277,21.02029,1.081272378,0.403086996,0.3838542811467175,0.4296637,0.43652994266228884,0.4055456504819486,0.2828242710359278
1.0,40,0.001732,23.81034,0.388556585,0.954831026,0.9631186740100295,1.3572502,1.0337319275726982,0.954170330943621,0.893905539700596
0.6,15,0.002855,13.419,0.799400986,7.703573355,7.697078284165145,7.621391,7.682745406640349,7.703537720814522,7.930220352257475
1.666666667,15,0.00373,8.852,0.0,31.81023577,31.84418294303075,31.619362,31.754212165433852,31.810235770000183,29.55684265920956
0.6,40,0.001543,22.058,0.529169231,0.327918925,0.3303586176360267,0.06585417,0.3194923019134297,0.3289356212136518,0.4393804283053895
1.0,15,0.006653,38.19735,1.156243541,0.643455372,0.5851193060117326,0.59994435,0.44724450319749476,0.64266879925668,0.7004284828323359
1.666666667,20,0.000807,20.881,1.198585893,3.292900159,3.27662383165401,3.4222136,3.2212454533263157,3.2926466285311857,3.4270914057425186
1.666666667,40,0.00439,4.173,0.26507188,53.49395752,53.50927737071805,53.211937,53.46521970009262,53.49395752000022,52.56491361407183
1.0,15,0.003327,67.60931,2.985877484,-3.186321588,-3.190481240435459,-3.1080546,-3.2037782106295793,-3.1853143426623425,-3.0483493164970037
0.6,20,0.00697,21.102,0.511703977,2.230624568,2.200897630090023,1.7829933,2.1773973312217887,2.2306245680000147,2.093702232431136
0.6,30,0.001543,29.091,0.914668634,-0.457763294,-0.40601122003462253,-0.55634886,-0.4921914741329747,-0.45530598107022746,-0.4545180525568874
0.6,30,0.00926,24.721,0.934980814,-0.190751919,-0.20746610060748696,-0.36915115,-0.15045177759057715,-0.188309222459199,-0.25450496843113785
1.666666667,30,0.001728,5.436,0.366281143,41.97087335,41.982494618771064,42.27532,42.011401232339836,41.97087334999974,41.274095609760536
0.6,10,0.004,74.931,3.19876352,-1.389263853,-1.3976950172571918,-1.4062016,-1.3908667621732604,-1.3894056040741762,-1.3694748147305367
1.0,40,0.005195,7.93678,0.384030968,12.0351306,12.00625830811579,11.92851,12.00680921073219,12.03513059999989,12.01554155854492
1.0,10,0.002771,59.78068,4.046764037,-2.261940155,-2.278375352617039,-2.47255,-2.299906834239893,-2.262088369408023,-2.310284127461072
1.0,10,0.005543,59.78068,2.880447764,-0.827218167,-0.8278851989933743,-0.8690235,-0.805045562930065,-0.827218167000006,-0.6870873472874239
0.6,60,0.003448,10.153,0.194309213,3.237898567,3.2617344013386234,2.9911468,3.365601395545367,3.236525913404304,3.4135282423053903
0.6,60,0.006895,8.122,0.392421631,4.466983726,4.463987114696614,4.7647514,4.324037389092917,4.467313431908029,4.794299877089813
1.666666667,10,0.001275,41.085,1.752787807,1.683168888,1.6746969506401284,1.8686523,1.688000150387004,1.6831688880000029,1.4892935824251532
1.0,20,0.007577,35.99069,1.184871304,0.070904985,0.11229013800839961,-0.024484733,0.16329411679262407,0.07111707585756642,-0.018781433383233556
1.666666667,10,0.000638,41.085,2.276304771,1.317910384,1.3350079817757037,1.4828703,1.370032272122442,1.317910384000003,1.1891937734790394
1.666666667,60,0.006025,8.037,0.308866365,9.053257882,9.062408533425174,9.540508,9.29202435404606,9.053000814870867,8.8878820058563
0.6,10,0.002,41.52,2.803135133,-0.114623483,-0.10132198958635204,-0.29724014,-0.20940468456134198,-0.11479262140207734,-0.20783792671257495
1.0,15,0.001663,57.29603,2.84793228,-2.717283728,-2.7287895285120687,-2.6509693,-2.645087889846872,-2.716804363453848,-2.6463879954071823
0.6,30,0.002315,24.721,1.243428092,-1.237941196,-1.2949043015217077,-1.5952537,-1.2760884046870764,-1.2353252461774529,-1.0556275691856292
0.6,20,0.001162,26.377,1.644367646,-0.329249016,-0.33111892168769425,-0.25478172,-0.40982589559299676,-0.3288184066691413,-0.10361784862874238
0.6,15,0.002855,26.838,1.523465753,1.083844505,1.0632381394121826,1.2629678,1.1042170536740885,1.0838445050000016,1.2041760033293425
1.666666667,60,0.006025,5.358,0.238564692,21.35313553,21.343567863147324,21.515316,21.441307400896086,21.353135530000095,21.56960595961677
0.6,60,0.002298,13.905,0.078764216,1.813035646,1.836808848081702,1.8976388,1.8462663694363668,1.8124237733353143,2.3219932314011995
1.0,40,0.001732,19.84195,0.354549803,1.635501947,1.6064446464356794,1.7792724,1.571860709627817,1.6349166662819057,1.4257056380299369
1.666666667,40,0.002195,20.864,0.733229601,0.657970576,0.6733691839231898,0.77105564,0.7187632301547993,0.656737615464389,0.7420787963053876
1.0,20,0.003789,43.18883,2.236070646,-2.809839129,-2.807460550737686,-2.6136923,-2.7308560553609524,-2.8098391290000087,-2.5832249607185673
1.666666667,15,0.00373,26.557,0.887293241,3.227724438,3.246193214005944,3.3672748,3.4967707871040865,3.2277244379999965,2.9579272008383195
1.0,15,0.003327,57.29603,2.794917904,-2.597756281,-2.6119510902125525,-2.528499,-2.629879170565461,-2.5962137376593875,-2.5326201959520915
0.6,60,0.01379,14.125,0.41947625,0.697364416,0.6953746759177455,0.61731553,0.7658846054016308,0.6973644159999993,0.9052802481796405
1.0,20,0.007577,28.79255,0.908817875,1.082273546,1.063307897416302,1.0327408,0.9110900158812498,1.0822735460000064,0.8407853190239517
0.6,60,0.006895,2.031,0.0,86.83172108,86.80997316003369,86.95408,86.8824462256745,86.83172108000048,86.73056985808358
1.0,60,0.012535,17.54437,0.492412808,0.149087559,0.1395555150329714,0.04182797,0.32693277516400876,0.1503805760940663,0.4520551055149703
1.666666667,40,0.00439,12.518,0.656562657,4.771045185,4.782133243095545,4.581488,4.94368483305106,4.770876205063581,4.59906141268264
0.6,40,0.00463,15.813,0.761775803,0.539728127,0.4792665612118658,0.86970276,0.6856638002140798,0.5422235196158234,0.7951271111017962
1.0,15,0.003327,9.54934,0.27355418,18.81200064,18.811231471662598,18.914402,18.78149480437576,18.812000640000118,18.746888858251477
0.6,30,0.00463,24.721,1.723770469,-3.459216316,-3.3998801736749766,-3.2448487,-3.403891767791688,-3.4592163160000178,-2.869150298119759
0.6,60,0.01379,8.122,0.344017201,4.689205508,4.705240104912192,4.8334746,4.63078648058095,4.688875802091976,4.906416573395201
1.666666667,20,0.00121,13.921,0.954258769,9.017222812,9.072091358820419,9.375363,9.156048673249822,9.017403058109792,8.784130733239522
1.666666667,30,0.001152,16.308,0.743807761,3.824426435,3.814984749729064,3.8567758,3.7699037143530854,3.8225258533293824,3.469079872173656
0.6,30,0.00463,29.465,1.643670294,-3.385778891,-3.413846650243423,-3.5339675,-3.3383647033660466,-3.3857788909999793,-3.0054617639221477
1.0,10,0.001386,35.86841,2.382701678,0.786710352,0.785909402991799,0.9427642,0.6904796368894175,0.7867361252344213,0.6503786812215568
0.6,40,0.00463,12.651,0.608645817,2.329151445,2.34726988249878,2.308825,2.1301908868957424,2.3301928851070595,2.479988244131733
1.666666667,10,0.000638,27.39,1.635162161,4.52115267,4.482972701339857,4.1644087,4.339803518866613,4.521152669999994,3.8421504116826313
1.666666667,15,0.00373,61.967,1.580864777,-0.324531973,-0.33748296506328984,-0.3523511,-0.36512007548776637,-0.32453197300000214,-0.34235429782634674
1.666666667,20,0.000807,13.921,0.857449908,9.13870869,9.138791714202004,9.670508,9.213749153590456,9.138528443890166,9.09220497747904
1.666666667,40,0.001463,28.567,0.632002842,0.038808306,0.005030587855693842,-0.15660156,-0.08066515180106748,0.038808305999999966,-0.05068226835329342
1.0,30,0.009108,15.76522,0.4918556,3.651829592,3.6340200617180947,3.9424794,3.7011365681355652,3.6479414074080228,3.495820842988028
1.0,10,0.001386,47.82455,3.381875404,-1.021373478,-1.0255015057142638,-1.2286202,-1.0435195034062232,-1.0213734779999921,-1.1303790208263442
1.666666667,40,0.001463,8.345,0.458778254,12.83899775,12.834497166266598,13.305897,13.079667271992577,12.838997750000063,12.603260503305417
1.0,20,0.007577,51.67235,1.677469809,-1.480576669,-1.5231296704528197,-1.626454,-1.4337191905138535,-1.4809544871810134,-1.4425073290239476
1.666666667,40,0.00878,28.674,0.888386428,-1.049733014,-1.0353026394828921,-1.0825047,-0.9580273036336813,-1.0493870737685516,-0.8972297889401184
0.6,40,0.00463,22.301,0.906256661,-1.195734303,-1.1570285875170134,-1.109441,-1.2361893493930438,-1.1962574230969296,-0.8891471703652682
1.666666667,40,0.001463,16.691,0.571943557,2.449204715,2.486443748975511,2.7438214,2.307080037854327,2.446647032427532,2.2588424841017987
1.666666667,15,0.000622,61.967,3.178470936,-3.287049406,-3.2956622296283573,-3.0054057,-3.240229436090452,-3.2870494060000253,-3.1710980134371245
1.0,30,0.009108,10.51015,0.307041595,8.93589336,8.944335098714175,8.899347,9.028465633317973,8.935231047766337,8.97910358471855
1.666666667,15,0.000622,26.557,1.576480129,2.566144067,2.5884158396369825,2.824629,2.6188838529183194,2.5661440669999886,2.468092819766464
0.6,40,0.002315,12.651,0.593353209,2.380080779,2.3892129409114746,2.4995537,2.2298412391280396,2.380517716626356,2.535269251293417
1.0,30,0.009108,21.02029,0.686977956,1.517381129,1.561291804491234,1.4758748,1.5691907296144612,1.5167006156602376,1.288554837568862
1.666666667,40,0.00439,20.864,1.035003741,-0.820470125,-0.8328873066683583,-0.51140845,-0.6633161404817791,-0.8197459296874438,-0.6549248477485031
1.0,60,0.003134,4.95247,0.0,21.32401541,21.312576182950835,21.585861,21.30848440354174,21.324015410000115,21.432332575023906
1.0,20,0.007577,14.39628,0.389087653,6.568308757,6.562970660790002,6.400738,6.435037513896769,6.568308757000027,6.302558435293401
1.0,60,0.012535,7.4287,0.305678636,8.879994637,8.88422090329137,8.900217,8.741943732466035,8.88014396304746,8.959838316748492
1.0,10,0.000924,11.95614,0.653843971,16.07797496,16.081095171794658,16.058638,16.003567027506506,16.077974959999942,16.191042492658674
1.666666667,40,0.002195,12.518,0.685108859,4.664930166,4.684699617302426,4.6013618,4.838761811400676,4.666369763469565,4.614258526922152
1.0,15,0.006653,57.29603,1.56922553,-0.460503106,-0.42003285499943693,-0.09026249,-0.48155622641393947,-0.46050310600000216,-0.44150136819161667
1.0,10,0.005543,83.02873,3.206309462,-1.490625318,-1.4910562484963552,-1.52696,-1.47121916988144,-1.4903245421394755,-1.4261835580898239
0.6,40,0.00926,3.163,0.0,53.68863227,53.71042281132652,53.215763,53.85622606006031,53.68863226999984,53.62203790904198
1.666666667,10,0.001275,68.476,2.683852786,-0.449860304,-0.44657184565559654,-0.5651327,-0.4520540547510432,-0.4498603039999984,-0.40915645542514906
1.0,20,0.001263,43.18883,1.558243981,-0.98298053,-0.9767603403254715,-0.8282858,-1.0762138377792798,-0.9829805300000025,-0.948376530167665
1.0,10,0.005543,71.73682,3.1219577,-1.282081147,-1.2948042937618465,-1.5460314,-1.3239463831527658,-1.2819480399406509,-1.2937609537245538
