AR,L,phi,QW,Qa,h,Va,R,sigma,gbm,xgb,rf,catb,xrt
1.666666667,4,15,3.8,4.707676591,0.81,2.96,0.00373,7.354573109,7.342499123518021,7.4042153,6.43382607754578,7.202896904924858,7.194425020124831
1.0,2,20,14.0,25.11290993,7.0444,15.79,0.00757704,-1.217416258,-1.2154940382853923,-0.87595135,-1.2573180965393742,-1.2524128250032636,-1.2192238188345006
0.6,2,30,13.2,19.05336674,2.82,11.98,0.00926,-0.610887917,-0.5638266065250274,-0.07809769,-0.5350908721460902,-0.4457688831591895,-0.6191981531903336
0.6,4,60,4.6,0.0,5.64,0.0,0.01379,86.83172108,86.8233129036003,86.63785,86.62666329496912,86.84884191629506,86.83172108000079
1.0,4,30,25.5,30.83846254,7.6656,19.39,0.00910836,-1.61303051,-1.6194643440732652,-1.6240053,-1.7756145729399195,-1.6249789377221635,-1.6968942637130027
0.6,6,10,4.8,10.9262629,0.94,6.87,0.00400002,1.317910384,1.317789816235424,1.4070432,1.33435737559103,1.3577458833867393,1.3265259088230037
1.666666667,1,20,4.6,2.115273604,1.08,1.33,0.00484,9.501502018,9.485257471923253,9.270526,9.644854254917705,9.467120555205357,9.608909419674218
1.0,2,30,21.6,26.25802045,7.6656,16.51,0.00910836,-1.352229618,-1.3851160576716868,-1.4729201,-1.4496473726160433,-1.3886366243849668,-1.4064675444265005
1.0,6,30,21.6,16.47686807,7.6656,10.36,0.00910836,0.079630391,0.07400722351014097,-0.015941247,0.11733124375578982,-0.005800145371344989,0.08090092640399976
0.6,1,10,9.6,29.53430889,0.94,18.57,0.004,-1.085184283,-1.0588492741919635,-1.2327883,-1.1425877649377143,-1.1172876523917878,-1.090975168708995
0.6,1,40,19.5,9.51077906,3.76,5.98,0.00926,1.488454451,1.5165989770909012,1.6824132,1.7389492239893698,1.5330956814859924,1.5646008783458714
0.6,4,15,7.6,12.07137342,1.41,7.59,0.00571,1.005190626,1.0179450397910759,1.1313959,1.0957175661935132,1.0114056298176708,1.044016620354359
0.6,4,10,4.8,10.4332292,0.94,6.56,0.004,1.397059739,1.383158535228217,1.4070432,1.4488100289464856,1.36956568995104,1.401589543739
1.0,4,60,18.8,1.669952845,7.9886,1.05,0.01253504,5.280562331,5.301647979003977,5.358682,7.100927851347404,5.344486784270935,5.419610997566034
1.0,6,10,9.0,37.04114453,5.8785,23.29,0.0055425,-2.361836666,-2.338788161233555,-2.1468506,-2.2511094930560844,-2.348206421306095,-2.3079958993955096
0.6,1,10,6.4,16.68362414,0.94,10.49,0.004,0.069291758,0.03795235943175542,-0.019605668,0.06479555885473647,0.05752519870088424,0.06887531753466626
1.666666667,4,40,3.9,0.954258769,2.16,0.6,0.00878,53.52275556,53.53093211442419,53.583538,53.176351498463035,53.51583993780768,53.527002464600294
1.666666667,4,10,6.4,19.08517537,0.54,12.0,0.00255,-0.29386874,-0.3236332460352837,-0.27086502,-0.36974679362526136,-0.36908822149552734,-0.2945722496073321
0.6,1,20,11.5,7.125132138,1.88,4.48,0.00697,1.277778623,1.2665718524359857,1.661624,1.9705843623035513,1.3690523392766405,1.3209503741635036
0.6,6,30,19.8,17.94006485,2.82,11.28,0.00925998,-0.107781861,-0.08852029003497915,-0.12926543,-0.12880860497108754,-0.07898013353294608,-0.11719211947499963
1.666666667,2,60,27.6,12.08727773,3.24,7.6,0.01205,1.21634335,1.2453882490220054,1.3720505,1.3115352143455312,1.1665103745173875,1.237439563990327
1.666666667,2,30,23.1,43.54600847,1.62,27.38,0.00691,-4.67749855,-4.682578313053165,-4.159422,-4.35580802798109,-4.690820598409303,-4.539014566626989
0.6,1,15,3.8,0.883572934,1.41,1.25,0.00571,7.845917134,7.849341544675559,7.9847603,9.35858926440501,7.867554653488469,8.119198064874025
1.666666667,2,30,13.2,19.26012281,1.62,12.11,0.00691,-0.681742337,-0.653093946851808,-0.9383034,-0.6111151949491578,-0.7082736974738193,-0.6494471680733317
1.0,1,60,4.7,0.0,7.9886,0.0,0.01253502,85.29606162,85.32083477747025,86.293274,85.04253520829464,85.16438379688596,85.29606161999983
0.6,6,10,9.6,33.00144908,0.94,20.75,0.00400002,-1.492583027,-1.4985773063745567,-1.7435564,-1.561035044486376,-1.593307057506399,-1.5006646414606775
0.6,2,10,1.6,0.311017673,0.94,0.44,0.004,19.90349833,19.88380018592394,19.853586,19.969030596947402,19.9921520212998,19.788486158213946
1.0,2,40,12.3,6.488959626,7.9886,4.08,0.01038986,4.744407757,4.729734151838331,4.8613048,4.758228654498819,4.749631169989295,4.749470414722812
0.6,6,30,13.2,12.13499067,2.82,7.63,0.00925998,1.319095804,1.3170335519689564,1.2886846,1.3099136773254292,1.3088307884256167,1.2723639883916666
0.6,2,15,5.7,5.868691426,1.41,3.69,0.00571,3.12144436,3.157248799747119,3.0206532,3.0996693076541284,3.083556416173696,3.1703041153866605
0.6,4,60,18.4,3.149053936,5.64,1.98,0.01379,5.244387356,5.2264308406357864,5.3222466,5.509783637449842,5.1793250466682625,5.265856308973009
1.0,6,40,8.2,2.115273604,7.9886,1.33,0.01038984,12.26509277,12.269988841201906,12.369415,12.802858080877836,12.284906063724257,12.345685731773022
0.6,1,40,27.7,19.57820907,3.76,12.31,0.00926,-0.31983344,-0.3346741215565991,-0.47542393,-0.3925124984206004,-0.35710609025327145,-0.339612578943998
0.6,1,40,11.7,4.24645152,3.76,2.67,0.00926,5.600428743,5.591557028032101,5.7955146,6.373929560078402,5.64271269439098,5.645315037723336
1.666666667,2,10,1.6,1.574526968,0.54,0.99,0.00255,19.76892751,19.754071934345287,19.254166,16.849942579583193,19.66925122598156,19.55718677930107
1.666666667,6,10,6.4,18.03549073,0.54,11.34,0.00255,-0.129137113,-0.11481180076457666,-0.16580614,-0.12576223508638557,-0.1548470441590286,-0.12931419484799994
1.666666667,4,30,23.5,34.70321055,1.62,21.82,0.00691,-2.566904897,-2.5672524239444723,-2.925342,-2.6982824180519946,-2.5744348030583417,-2.565428474673996
0.6,1,60,23.0,9.749343752,5.64,6.13,0.01379,2.353160774,2.346382017908768,2.3698812,2.1057981767495577,2.395767000954841,2.298679136819867
1.0,2,60,28.2,10.71950683,7.9886,6.74,0.01253502,1.445601218,1.4191181535725765,1.3207932,1.472853824891292,1.413602735203522,1.4564714508221606
1.0,4,15,12.5,35.387096,6.561,22.25,0.00665308,-2.448500701,-2.419618892264911,-2.2962656,-2.4010619435478464,-2.4176939894714913,-2.3991557709583238
1.0,4,10,10.8,48.63538857,5.8785,30.58,0.00554252,-3.152505481,-3.1679871966900817,-3.094707,-3.194060415203772,-3.201188225139166,-3.1692176668939873
1.666666667,6,30,16.5,13.12105807,1.62,8.25,0.00691002,0.701657615,0.7299151651088537,0.5574773,0.7899588221165411,0.7372562665151579,0.73404637211666
1.666666667,6,15,7.6,18.57623736,0.81,11.68,0.00373002,-0.339593285,-0.35209907698023224,-0.27086502,-0.2769880236519319,-0.3246915678848268,-0.324454364485334
1.0,1,40,8.2,2.290221044,7.9886,1.44,0.01038986,12.23252504,12.26280777003969,12.309042,12.056508392668901,12.288689942606894,12.257530496271004
0.6,1,60,9.2,1.224632086,5.64,0.77,0.01379,21.59747144,21.61585666909981,21.296288,22.247111551844174,21.620294916622086,21.57829547562607
1.0,1,15,12.5,15.82479124,6.561,9.95,0.00665307,0.113305343,0.10581432630823662,-0.070201956,0.14699131624,0.09145187419707934,0.1253571677493333
0.6,2,20,11.5,17.3834139,1.88,10.93,0.00697,-0.039018327,-0.07655772089088826,0.07208484,-0.038900314884210814,-0.2116513562466391,-0.04121981528699983
1.0,6,10,7.2,25.0811013,5.8785,15.77,0.0055425,-1.145252173,-1.1284596370435496,-0.86942965,-1.160066809328348,-1.0855153875042642,-1.122925817518003
1.666666667,1,10,1.6,0.763407015,0.54,0.48,0.00255,19.89720182,19.88668900153591,20.085712,19.957405429747475,19.91380310879812,19.96620975455395
1.0,6,60,4.7,0.0,7.9886,0.0,0.01253502,85.29606162,85.30306924720212,83.20826,85.0553230645262,85.3321674147954,85.29913293891984
1.0,4,15,2.5,1.129206209,6.561,0.71,0.00665308,18.76038418,18.73618372099653,18.738594,20.093769219705283,18.800036014731955,18.766896312713925
1.0,1,15,5.0,2.496977111,6.561,1.57,0.00665307,4.610827923,4.638487963235219,4.7142167,5.844652421187354,4.582831524114974,4.606721512014251
1.666666667,6,10,8.0,27.80073879,0.54,17.48,0.00255,-1.293732464,-1.2832914444338825,-1.3350214,-1.2989940304553165,-1.2455052496144958,-1.3082081758889978
1.666666667,6,20,11.5,24.25407703,1.08,15.25,0.00484002,-1.537356513,-1.5049583612989674,-1.5890509,-1.3495793417615138,-1.4270942989832207,-1.499306693197665
0.6,6,30,16.5,15.66574812,2.82,9.85,0.00925998,0.282318546,0.2638405000282356,0.35529393,0.28793879893473645,0.21727008251944468,0.2776752068133327
1.0,2,30,25.7,36.32545046,7.6656,22.84,0.00910836,-2.479764638,-2.5076343123047864,-2.7690468,-2.7124386207169566,-2.5715231557785057,-2.6006310193575066
0.6,1,60,27.6,10.81493271,5.64,6.8,0.01379,1.454810721,1.4687222289697544,1.3663651,1.4467842423645338,1.4668045498711688,1.4924503212339921
0.6,2,30,6.6,4.325973084,2.82,2.72,0.00926,9.875438484,9.864569491302053,9.709442,9.64066489062468,9.801087112802325,9.866833017371215
0.6,2,60,27.6,12.19860792,5.64,7.67,0.01379,1.194216807,1.1782211437016588,1.4021369,1.2490371290017006,1.232999884640349,1.2367245973498284
1.666666667,6,15,11.4,33.62171728,0.81,21.14,0.00373002,-2.505408565,-2.4862832988201453,-2.2306972,-2.4143190590336467,-2.4711412804158748,-2.4828205649179944
1.0,4,20,11.2,16.39734651,7.0444,10.31,0.00757704,0.146437166,0.1665050053385301,0.21993461,0.14973332334263104,0.18525898473331015,0.14737155378400066
0.6,6,20,16.1,33.51038709,1.88,21.07,0.00697002,-2.213158233,-2.2180345169624607,-2.2056813,-2.2756589978771977,-2.181120609176878,-2.2678395358125076
1.666666667,6,20,9.2,15.50670499,1.08,9.75,0.00484002,0.444170684,0.44864572574664024,0.04799392,0.4072530973901748,0.40088221547092484,0.44673611263357144
0.6,6,60,23.0,1.307687942,5.64,1.85,0.01378998,3.371249521,3.3552317790590136,3.0589824,3.4775469521641997,3.3520755048274324,3.3658912891409862
0.6,6,60,13.8,0.0,5.64,0.0,0.01378998,9.647969009,9.623358380264204,10.410508,11.749560326132638,9.737594814438033,9.480124362749033
1.666666667,1,15,7.6,8.461094414,0.81,5.32,0.00373,1.505224679,1.505577368726747,1.4907401,1.671059140658411,1.4698797314677785,1.572004762223003
1.666666667,2,20,2.3,0.90654583,1.08,0.57,0.00484,38.48426763,38.50399375196685,38.395103,37.488865199220875,38.487137506043624,38.446934531450005
0.6,4,20,11.5,21.07321447,1.88,13.25,0.00697,-0.782209838,-0.7986053095922914,-0.39613873,-0.7360416928903409,-0.7084175313369485,-0.7975807306189945
1.666666667,1,60,13.8,3.324001377,3.24,2.09,0.01205,9.286285216,9.252499711521587,8.852527,9.183114087403665,9.274520906198187,9.297948087964564
1.0,1,40,29.3,36.80257984,7.9886,23.14,0.01038986,-3.507189394,-3.492736714339558,-3.1420999,-3.121063904654922,-3.4783022159394505,-3.398010965264015
1.666666667,1,30,6.6,2.481072798,1.62,1.56,0.00691,10.32475103,10.29460957215758,10.090012,9.983296553517038,10.230601672199885,10.325356673833726
0.6,2,40,3.9,0.0,3.76,0.0,0.00926,53.68863227,53.71602778703574,53.447426,53.66972580642126,53.69699392045968,53.688632270000255
1.666666667,1,40,19.5,13.86856077,2.16,8.72,0.00878,0.746100873,0.7021028427147262,0.7239159,0.6785998141998215,0.7488150754997314,0.719409745627662
1.666666667,6,40,3.9,0.922450143,2.16,0.58,0.00877998,53.5336297,53.52669271793508,53.603714,53.343029235157665,53.48113332874567,53.52488846454033
1.0,1,60,28.2,15.25223598,7.9886,9.59,0.01253502,0.499237462,0.5345243358313052,0.81614184,0.47706914074898077,0.6004833984126572,0.4788535364095018
1.0,4,10,12.4,57.52589943,5.8785,36.17,0.00554252,-3.481482872,-3.4680321611627996,-3.094707,-3.302798065342137,-3.4472883097947413,-3.461809604896013
1.0,2,20,11.2,14.99776698,7.0444,9.43,0.00757704,0.395252154,0.42760003274239955,0.6825879,0.4101537560537877,0.3871741288493986,0.3928983112200705
1.666666667,1,20,11.5,10.51275077,1.08,6.61,0.00484,0.964833918,0.9802213805886366,0.97283775,1.0407955140699194,0.9146111962138574,0.9783697691070008
1.666666667,2,30,9.9,10.22647314,1.62,6.43,0.00691,3.02368574,2.973020266121842,2.646081,2.4156374822648523,3.105953454405647,2.931385938645665
1.666666667,2,20,17.4,47.23580904,1.08,29.7,0.00484,-4.430356863,-4.414968350273835,-4.1366267,-4.198258676917043,-4.427264451282074,-4.48354387637998
1.0,4,30,14.4,15.57032224,7.6656,9.79,0.00910836,0.403086996,0.41052963193714753,0.4893502,0.3764375744526332,0.41215547060215396,0.3955353966639068
1.0,6,40,24.6,9.558491998,7.9886,6.01,0.01038984,0.954831026,0.9807191969928895,1.0434891,1.43597035986884,0.878450740008967,1.0556034813120045
0.6,2,15,3.8,3.037723746,1.41,1.91,0.00571,7.703573355,7.6892413118184875,7.814444,7.6155142453956675,7.609124134488212,7.716281280686009
1.666666667,1,15,1.9,0.0,0.81,0.0,0.00373,31.81023577,31.831313791085,31.745272,31.33890663715823,31.83735355951487,31.810235770000407
0.6,6,40,27.2,14.39340309,3.76,9.05,0.00925998,0.327918925,0.3500702481138339,0.3450994,0.39948377152561676,0.2560096347073655,0.33736469376400163
1.0,1,15,10.0,11.56243541,6.561,7.27,0.00665307,0.643455372,0.6656007931389282,0.73882204,0.7885393615790146,0.6527068928798574,0.6542429125560005
1.666666667,6,20,6.9,8.270242661,1.08,5.2,0.00484002,3.292900159,3.2522111325612957,3.0878873,3.1742409444951027,3.2387390954339557,3.2749905127332117
1.666666667,2,40,3.9,1.033780333,2.16,0.65,0.00878,53.49395752,53.49906621255819,53.583538,53.02874214387385,53.43834365822975,53.440003731150256
1.0,2,15,17.7,52.85003146,6.561,33.23,0.00665308,-3.186321588,-3.181109304338529,-3.2795234,-3.2686529384303777,-3.1666718121437984,-3.2776491238790157
0.6,1,20,9.2,4.707676591,1.88,2.96,0.00697,2.230624568,2.230628866997365,2.605826,3.462282689626628,2.1425776472059788,2.4407444787483046
0.6,6,30,23.3,21.31177916,2.82,13.4,0.00925998,-0.457763294,-0.48083730706105327,-0.65920967,-0.5957223591616357,-0.4363662444733496,-0.4832767710783319
0.6,1,30,19.8,18.51262011,2.82,11.64,0.00926,-0.190751919,-0.1906674846118934,-0.33748853,-0.19558781342315668,-0.21102703344576312,-0.18520580023833286
1.666666667,4,30,3.3,1.208727773,1.62,0.76,0.00691,41.97087335,41.96078450818354,41.761997,38.89536960903997,41.92517206840008,41.71253281736032
0.6,1,10,11.55,36.94571865,0.94,23.23,0.004,-1.389263853,-1.3927389746749952,-1.5183051,-1.5485416318231382,-1.3777183717453614,-1.4146582118754956
1.0,2,40,8.2,3.149053936,7.9886,1.98,0.01038986,12.0351306,12.037771561624321,12.05069,11.722682659529461,12.040916936306434,12.030410384363886
1.0,2,10,9.0,36.42087633,5.8785,22.9,0.0055425,-2.261940155,-2.2659392323652927,-2.1468506,-2.227734096543674,-2.2261081368994553,-2.2905622251510063
1.0,1,10,9.0,25.92402988,5.8785,16.3,0.00554251,-0.827218167,-0.8560057447393846,-1.1118644,-0.9603263998082504,-0.9071117035065797,-0.841743468795005
0.6,4,60,23.0,4.469111899,5.64,2.81,0.01379,3.237898567,3.241169808184879,3.0654535,3.3931921985410556,3.2781004494942065,3.246832169344011
0.6,2,60,18.4,7.220558015,5.64,4.54,0.01379,4.466983726,4.475267880155102,4.161465,3.9341111103980078,4.466121394955072,4.401066066073452
1.666666667,2,10,4.8,8.413381476,0.54,5.29,0.00255,1.683168888,1.7567216828847456,1.9709285,2.0612071560888756,1.785567059176822,1.6742088475240011
1.0,1,20,14.0,16.58819826,7.0444,10.43,0.00757704,0.070904985,0.07177409123641602,0.13018718,0.07432080523368367,0.09714180378658988,0.07193918268666641
1.666666667,4,10,4.8,10.9262629,0.54,6.87,0.00255,1.317910384,1.2754729433873877,1.4086922,1.3666219559385382,1.3207667339402507,1.3232916261530068
1.666666667,2,60,13.8,4.262355833,3.24,2.68,0.01205,9.053257882,9.049289390308404,9.014293,8.93707141021834,9.057487325056846,9.060618904966592
0.6,2,10,6.4,17.94006485,0.94,11.28,0.004,-0.114623483,-0.11405489169231406,-0.16745508,-0.12925315857936892,-0.052495316461417474,-0.11916507459200001
1.0,4,15,15.0,42.7189842,6.561,26.86,0.00665308,-2.717283728,-2.7121309723662983,-2.7243967,-2.7490842503835395,-2.7351079827280387,-2.6621941146419945
0.6,4,30,19.8,24.61987623,2.82,15.48,0.00926,-1.237941196,-1.270249178651896,-0.9573018,-1.3008419846583024,-1.3063276718341044,-1.2307071486359948
0.6,6,20,11.5,18.91022793,1.88,11.89,0.00697002,-0.329249016,-0.3162072761113935,-0.03132533,-0.35284225691621285,-0.3093561509712366,-0.3245122021493341
0.6,2,15,7.6,11.57833972,1.41,7.28,0.00571,1.083844505,1.0732787265383874,1.1313959,1.0931361559383006,0.9465859999854827,1.0631247868825933
1.666666667,2,60,9.2,2.194795168,3.24,1.38,0.01205,21.35313553,21.33550562638234,21.15581,18.03658533390251,21.11690003112566,21.018143213528038
0.6,6,60,31.5,2.481072798,5.64,1.56,0.01378998,1.813035646,1.8124220583836634,1.9588671,2.208875807572633,1.820664973181711,1.847774145570006
1.0,6,40,20.5,7.268270954,7.9886,4.57,0.01038984,1.635501947,1.5939120626900596,1.8167241,2.3850730057070435,1.7406911677855694,1.712609950716996
1.666666667,4,40,19.5,14.29797722,2.16,8.99,0.00878,0.657970576,0.6323432262042837,0.4288494,0.5951860761508772,0.5533190972700845,0.6456419022422379
1.0,2,20,16.8,37.56598685,7.0444,23.62,0.00757704,-2.809839129,-2.8050349213964814,-2.7653365,-2.7755176296351727,-2.7796248148362306,-2.7737728237279993
1.666666667,1,15,5.7,5.057571473,0.81,3.18,0.00373,3.227724438,3.1934468704569774,2.9708214,3.3581430012368685,3.203713753693739,3.1614398731870677
1.0,2,15,15.0,41.92376856,6.561,26.36,0.00665308,-2.597756281,-2.61632850919861,-2.7243967,-2.6553814376492015,-2.649204721348127,-2.658029070423999
0.6,1,60,32.0,13.42324001,5.64,8.44,0.01379,0.697364416,0.7011634497710219,0.6736728,0.647925882402775,0.6629437689366791,0.6903455357110004
1.0,1,20,11.2,10.1787602,7.0444,6.4,0.00757704,1.082273546,1.0946913358705619,1.1623222,1.2203089903981186,1.1879768187211655,1.1004207993279997
0.6,2,60,4.6,0.0,5.64,0.0,0.01379,86.83172108,86.8211181534164,87.2345,86.62989626225334,86.85874534852738,86.83172108000079
1.0,1,60,33.3,16.39734651,7.9886,10.31,0.01253502,0.149087559,0.13349830139989238,0.05402398,0.1522969330226317,0.09976038105730733,0.15590194801400126
1.666666667,2,40,11.7,7.681783087,2.16,4.83,0.00878,4.771045185,4.751485223467353,4.4883957,4.519086369208155,4.727331987230599,4.714463809638067
0.6,2,40,19.5,14.85462816,3.76,9.34,0.00926,0.539728127,0.5195752305885253,0.12555881,0.5094113643962428,0.5206166111085881,0.5382466962334037
1.0,2,15,2.5,0.683885451,6.561,0.43,0.00665308,18.81200064,18.84710350839304,18.738594,20.637221461473803,18.861879023484352,18.98489960004412
0.6,2,30,19.8,34.13065529,2.82,21.46,0.00926,-3.459216316,-3.444203874363654,-3.099968,-3.071315188255513,-3.3278157240536643,-3.3999529717780006
0.6,1,60,18.4,6.329916498,5.64,3.98,0.01379,4.689205508,4.671296278429424,4.5470004,4.189046905210517,4.653888132443517,4.646111002999517
1.666666667,4,20,4.6,4.389590335,1.08,2.76,0.00484,9.017222812,8.991067950209041,9.0669775,8.51318313945686,9.03393997194349,8.948015788446167
1.666666667,6,30,9.9,7.36369683,1.62,4.63,0.00691002,3.824426435,3.884280442206098,3.7954273,3.6809824264248987,3.787172724680354,3.827585857734709
0.6,2,30,23.6,38.79061894,2.82,24.39,0.00926,-3.385778891,-3.382529196172949,-3.320054,-3.2160861536152203,-3.442512616364189,-3.384676581707989
1.0,4,10,5.4,12.86658906,5.8785,8.09,0.00554252,0.786710352,0.8129924394724638,1.0201442,0.8520803627394666,0.843408699689868,0.7984837932670045
0.6,2,40,15.6,9.494874747,3.76,5.97,0.00926,2.329151445,2.275127532192019,2.3228393,2.2245610536410436,2.2780628699053,2.282085856544108
1.666666667,4,10,3.2,5.232518914,0.54,3.29,0.00255,4.52115267,4.540083954586187,4.64271,4.2942831191652635,4.504817964156825,4.602586858529993
1.666666667,1,15,13.3,21.02550153,0.81,13.22,0.00373,-0.324531973,-0.3424357067679466,-0.6484471,-0.4869062598919141,-0.2682489798941621,-0.3680185931110024
